delta,alpha1,alpha2,alpha3,alpha4,alpha5,E_lower,E_upper
0.0005,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.757325419190086,4.754061538775676
0.0006000000000000001,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.711268347656244,4.707991220936226
0.0007,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.66737336716516,4.664150073538639
0.0007999999999999999,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.625465291885398,4.622356184758849
0.0009,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.585232634868942,4.582161941735389
0.001,0.05104289712586929,0.05104289712586929,0.4278227027835432,0.011181792271299281,0.458909710693419,4.546591273038998,4.543573247747871
0.0001,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.3609276742948153,3.35950187030992
0.00019999999999999998,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.3393543215185026,3.337934865999732
0.0003,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.3189186429525144,3.317619691729081
0.00039999999999999996,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.2989901823006527,3.2977829980651996
0.0005,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.279476015220698,3.278313233677681
0.0006000000000000001,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.260509845748627,3.2593876170624907
0.0007,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.2420619858944812,3.240977005225384
0.0007999999999999999,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.2240312034673773,3.2229580420722543
0.0009,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.2066616257564333,3.205658168706988
0.001,0.04307632889378791,0.04307632889378791,0.4418282773739218,0.3555408143583241,0.1164782504801785,3.189605509028313,3.1886299394223556
0.0001,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,15.390474154664801,15.217652186236622
0.00019999999999999998,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,14.187945492654773,14.02429273838776
0.0003,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,13.286754839038405,13.130044980668712
0.00039999999999999996,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,12.569592559696446,12.41850494067379
0.0005,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,11.976805921118277,11.830458037262938
0.0006000000000000001,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,11.473685696959702,11.3314447046246
0.0007,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,11.03820140946751,10.899590701510533
0.0007999999999999999,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,10.655483481727469,10.52013085771525
0.0009,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,10.315022487047441,10.18262902373115
0.001,0.1404739423725874,0.1404739423725874,0.07559964288253354,0.48633589027124824,0.15711658210104343,10.009118742915458,9.879438946692636
0.0001,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.5271050155737895,2.5208013028855984
0.00019999999999999998,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.518242971211128,2.511979027803161
0.0003,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.5101511019557052,2.5041212721764743
0.00039999999999999996,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.5016588576428913,2.4956840570050476
0.0005,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.493048003007198,2.48735645163875
0.0006000000000000001,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.485244480821448,2.479635943240922
0.0007,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.4774799439792874,2.4719541764000117
0.0007999999999999999,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.4697791898438073,2.4642381519297167
0.0009,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.4620942740578835,2.4566441113685373
0.001,0.0905051058116574,0.0905051058116574,0.043488574329028834,0.35243573114362503,0.4230654829040314,2.4541740949146775,2.448680012177391
0.0001,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,47.32593944336075,46.836951935539055
0.00019999999999999998,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,34.87075016499208,34.413821039319686
0.0003,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,28.960706083030374,28.52375887406143
0.00039999999999999996,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,25.317078290008432,24.895269852761786
0.0005,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,22.777642388400402,22.3682935874748
0.0006000000000000001,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,20.875233240072305,20.476614501367074
0.0007,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,19.38022354677265,18.991111116971187
0.0007999999999999999,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,18.164623390016054,17.784097210841605
0.0009,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,17.15062059437695,16.777958469631095
0.001,0.18248823759116334,0.18248823759116334,0.4987241135379263,0.10835550401523335,0.027943907264513523,16.287787727068444,15.922404266987412
0.0001,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.5013478516497534,2.492832391987252
0.00019999999999999998,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.4915811665671574,2.48325358807097
0.0003,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.4817939136695633,2.4735866861523887
0.00039999999999999996,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.4724000581008436,2.4643754893873857
